SEQ,VARIABLE,DESCRIPTION,VINTAGE,UNIT,TYPE,AGGREGATION_TYPE,WEIGHT_FIELD,UNIVERSE,MEDIAN_UBOUND,NATIVE_GEO
223,YBTX3O8089,Year Structure Built: Owner occupied: Built 1980 to 1989,2023,Dwellings,Numeric,Sum,,DWLE3OWNED,30,Block Group
224,YBTX3O7079,Year Structure Built: Owner occupied: Built 1970 to 1979,2023,Dwellings,Numeric,Sum,,DWLE3OWNED,40,Block Group
225,YBTX3O6069,Year Structure Built: Owner occupied: Built 1960 to 1969,2023,Dwellings,Numeric,Sum,,DWLE3OWNED,50,Block Group
226,YBTX3O5059,Year Structure Built: Owner occupied: Built 1950 to 1959,2023,Dwellings,Numeric,Sum,,DWLE3OWNED,60,Block Group
227,YBTX3O4049,Year Structure Built: Owner occupied: Built 1940 to 1949,2023,Dwellings,Numeric,Sum,,DWLE3OWNED,70,Block Group
228,YBTX3O39PR,Year Structure Built: Owner occupied: Built 1939 or earlier,2023,Dwellings,Numeric,Sum,,DWLE3OWNED,100,Block Group
229,YBTX3R20UP,Year Structure Built: Renter occupied: Built 2020 or later,2023,Dwellings,Numeric,Sum,,DWLE3RENT,5,Block Group
230,YBTX3R1019,Year Structure Built: Renter occupied: Built 2010 to 2019,2023,Dwellings,Numeric,Sum,,DWLE3RENT,10,Block Group
231,YBTX3R0009,Year Structure Built: Renter occupied: Built 2000 to 2009,2023,Dwellings,Numeric,Sum,,DWLE3RENT,15,Block Group
232,YBTX3R9099,Year Structure Built: Renter occupied: Built 1990 to 1999,2023,Dwellings,Numeric,Sum,,DWLE3RENT,20,Block Group
233,YBTX3R8089,Year Structure Built: Renter occupied: Built 1980 to 1989,2023,Dwellings,Numeric,Sum,,DWLE3RENT,30,Block Group
234,YBTX3R7079,Year Structure Built: Renter occupied: Built 1970 to 1979,2023,Dwellings,Numeric,Sum,,DWLE3RENT,40,Block Group
235,YBTX3R6069,Year Structure Built: Renter occupied: Built 1960 to 1969,2023,Dwellings,Numeric,Sum,,DWLE3RENT,50,Block Group
236,YBTX3R5059,Year Structure Built: Renter occupied: Built 1950 to 1959,2023,Dwellings,Numeric,Sum,,DWLE3RENT,60,Block Group
237,YBTX3R4049,Year Structure Built: Renter occupied: Built 1940 to 1949,2023,Dwellings,Numeric,Sum,,DWLE3RENT,70,Block Group
238,YBTX3R39PR,Year Structure Built: Renter occupied: Built 1939 or earlier,2023,Dwellings,Numeric,Sum,,DWLE3RENT,100,Block Group
239,YBTX320UP,Year Structure Built:  Built 2020 or later,2023,Dwellings,Numeric,Sum,,DWLE3OCCUP,5,Block Group
240,YBTX31019,Year Structure Built:  Built 2010 to 2019,2023,Dwellings,Numeric,Sum,,DWLE3OCCUP,10,Block Group
241,YBTX30009,Year Structure Built:  Built 2000 to 2009,2023,Dwellings,Numeric,Sum,,DWLE3OCCUP,15,Block Group
242,YBTX39099,Year Structure Built:  Built 1990 to 1999,2023,Dwellings,Numeric,Sum,,DWLE3OCCUP,20,Block Group
243,YBTX38089,Year Structure Built:  Built 1980 to 1989,2023,Dwellings,Numeric,Sum,,DWLE3OCCUP,30,Block Group
244,YBTX37079,Year Structure Built:  Built 1970 to 1979,2023,Dwellings,Numeric,Sum,,DWLE3OCCUP,40,Block Group
245,YBTX36069,Year Structure Built:  Built 1960 to 1969,2023,Dwellings,Numeric,Sum,,DWLE3OCCUP,50,Block Group
246,YBTX35059,Year Structure Built:  Built 1950 to 1959,2023,Dwellings,Numeric,Sum,,DWLE3OCCUP,60,Block Group
247,YBTX34049,Year Structure Built:  Built 1940 to 1949,2023,Dwellings,Numeric,Sum,,DWLE3OCCUP,70,Block Group
248,YBTX339PR,Year Structure Built:  Built 1939 or earlier,2023,Dwellings,Numeric,Sum,,DWLE3OCCUP,100,Block Group
249,YBTX3MED,Median Housing Age,2023,Years,Numeric,Median,,,,Block Group
250,YBTX3MEDO,Median Housing Age (Owned Dwellings),2023,Years,Numeric,Median,,,,Block Group
251,YBTX3MEDR,Median Housing Age (Rented Dwellings),2023,Years,Numeric,Median,,,,Block Group
252,RACE3DOM,Dominant Race/Ethnicity Group,2023,Class,String (2),Sum,,,,Block Group
253,HHSE3MCFCH,Families married couple w children,2023,Households,Numeric,Sum,,HHDE3FAM,,Block Group
254,HHSE3LPMCH,Families male no wife w children,2023,Households,Numeric,Sum,,HHDE3FAM,,Block Group
255,HHSE3LPFCH,Families female no husband children,2023,Households,Numeric,Sum,,HHDE3FAM,,Block Group
256,HHSE3MCFNC,Families married couple no children,2023,Households,Numeric,Sum,,HHDE3FAM,,Block Group
257,HHSE3LPMNC,Families male no wife no children,2023,Households,Numeric,Sum,,HHDE3FAM,,Block Group
258,HHSE3LPFNC,Families female no husband no children,2023,Households,Numeric,Sum,,HHDE3FAM,,Block Group
259,HHDE3FAM,Family Households,2023,Households,Numeric,Sum,,HHDE3,,Block Group
260,HAGE31524,Households householder 15-24 yrs,2023,Households,Numeric,Sum,,HHDE3,24,Block Group
261,HAGE32534,Households householder 25-34 yrs,2023,Households,Numeric,Sum,,HHDE3,34,Block Group
262,HAGE33544,Households householder 35-44 yrs,2023,Households,Numeric,Sum,,HHDE3,44,Block Group
263,HAGE34554,Households householder 45-54 yrs,2023,Households,Numeric,Sum,,HHDE3,54,Block Group
264,HAGE35564,Households householder 55-64 yrs,2023,Households,Numeric,Sum,,HHDE3,64,Block Group
265,HAGE36574,Households householder 65-74 yrs,2023,Households,Numeric,Sum,,HHDE3,74,Block Group
266,HAGE37584,Households householder 75-84 yrs,2023,Households,Numeric,Sum,,HHDE3,84,Block Group
267,HAGE3GT85,Households householder 85+ yrs,2023,Households,Numeric,Sum,,HHDE3,100,Block Group
268,LNIX3ENGL,Household Language: English,2023,Households,Numeric,Sum,,HHDE3,,Block Group
269,LNIX3SPNIS,Household Language: Spanish Linguistically isolated,2023,Households,Numeric,Sum,,HHDE3,,Block Group
270,LNIX3SPNN,Household Language: Spanish Not Linguistically isolated,2023,Households,Numeric,Sum,,HHDE3,,Block Group
271,LNIX3IEUIS,Household Language: Other Indo-EuropeanLinguistically isolated,2023,Households,Numeric,Sum,,HHDE3,,Block Group
272,LNIX3IUEN,Household Language: Other Indo-European Not Linguistically isolated,2023,Households,Numeric,Sum,,HHDE3,,Block Group
273,LNIX3ASNIS,Household Language: Asian and Pacific IslandLinguistically isolated,2023,Households,Numeric,Sum,,HHDE3,,Block Group
274,LNIX3ASNN,Household Language: Asian and Pacific Island Not Linguistically isolated,2023,Households,Numeric,Sum,,HHDE3,,Block Group
275,LNIX3OTHIN,Household Language: OtherLinguistically isolated,2023,Households,Numeric,Sum,,HHDE3,,Block Group
276,LNIX3OTHN,Household Language: Other Not Linguistically isolated,2023,Households,Numeric,Sum,,HHDE3,,Block Group
277,LNIX3NENG,Non-English Speaking Households,2023,Households,Numeric,Sum,,HHDE3,,Block Group
278,LNIX3ENGP,Bilingual Households,2023,Households,Numeric,Sum,,HHDE3,,Block Group
279,LNIX3ISOL,Linguistically Isolated Households,2023,Households,Numeric,Sum,,HHDE3,,Block Group
280,HHDE3MEDAG,Median Age of Householder,2023,Years,Numeric,Median,,,,Block Group
281,HSTE3OWN1,Owner Households - 1 Person,2023,Households,Numeric,Sum,,DWLE3OWNED,,Block Group
282,HSTE3OWN2,Owner Households - 2 Person,2023,Households,Numeric,Sum,,DWLE3OWNED,,Block Group
283,HSTE3OWN3,Owner Households - 3 Person,2023,Households,Numeric,Sum,,DWLE3OWNED,,Block Group
284,HSTE3OWN4,Owner Households - 4 Person,2023,Households,Numeric,Sum,,DWLE3OWNED,,Block Group
285,HSTE3OWN5,Owner Households - 5 Person,2023,Households,Numeric,Sum,,DWLE3OWNED,,Block Group
286,HSTE3OWN6,Owner Households - 6 Person,2023,Households,Numeric,Sum,,DWLE3OWNED,,Block Group
287,HSTE3OWN7,Owner Households - 7+ Person,2023,Households,Numeric,Sum,,DWLE3OWNED,,Block Group
288,HHDE3S1,Households 1-person,2023,Households,Numeric,Sum,,HHDE3,1,Block Group
289,HHDE3S2,Households 2-persons,2023,Households,Numeric,Sum,,HHDE3,2,Block Group
290,HHDE3S3,Households 3-persons,2023,Households,Numeric,Sum,,HHDE3,3,Block Group
291,HHDE3S4,Households 4-persons,2023,Households,Numeric,Sum,,HHDE3,4,Block Group
292,HHDE3S5,Households 5-persons,2023,Households,Numeric,Sum,,HHDE3,5,Block Group
293,HHDE3S6,Households 6-persons,2023,Households,Numeric,Sum,,HHDE3,6,Block Group
294,HHDE3S7,Households 7+ persons,2023,Households,Numeric,Sum,,HHDE3,10,Block Group
295,HHDE3AVESZ,Average Household Size,2023,Persons,Numeric,Weighted Sum,HHDE3,,,Block Group
296,FAME3AVESZ,Average Family Size,2023,Persons,Numeric,Weighted Sum,HHDE3FAM,,,Block Group
297,NFME3AVESZ,Average Non-Family Household Size,2023,Persons,Numeric,Weighted Sum,HHDE3NFM,,,Block Group
298,AGHE3FAM,Families with Persons < 18,2023,Households,Numeric,Sum,,HHDE3FAM,,Block Group
299,AGHE3NFAM,Non-Families with Persons < 18,2023,Households,Numeric,Sum,,HHDE3NFM,,Block Group
300,HHDE3NFM,Non-Family Households,2023,Households,Numeric,Sum,,HHDE3,,Block Group
301,VPHE3O0,Owner hh no vehicle available,2023,Households,Numeric,Sum,,DWLE3OWNED,,Block Group
302,VPHE3O1,Owner hh 1 vehicle available,2023,Households,Numeric,Sum,,DWLE3OWNED,1,Block Group
303,VPHE3O2,Owner hh 2 vehicles available,2023,Households,Numeric,Sum,,DWLE3OWNED,2,Block Group
304,VPHE3O3,Owner hh 3 vehicles available,2023,Households,Numeric,Sum,,DWLE3OWNED,3,Block Group
305,VPHE3O4,Owner hh 4 vehicles available,2023,Households,Numeric,Sum,,DWLE3OWNED,4,Block Group
306,VPHE3O5,Owner hh 5+ vehicles available,2023,Households,Numeric,Sum,,DWLE3OWNED,7,Block Group
307,VAVE3OTOT,Agg vehicles available owner hshlds,2023,Vehicles,Numeric,Sum,,,,Block Group
308,VPHE3R0,Renter hh no vehicle available,2023,Households,Numeric,Sum,,DWLE3RENT,,Block Group
309,VPHE3R1,Renter hh 1 vehicle available,2023,Households,Numeric,Sum,,DWLE3RENT,1,Block Group
310,VPHE3R2,Renter hh 2 vehicles available,2023,Households,Numeric,Sum,,DWLE3RENT,2,Block Group
311,VPHE3R3,Renter hh 3 vehicles available,2023,Households,Numeric,Sum,,DWLE3RENT,3,Block Group
312,VPHE3R4,Renter hh 4 vehicles available,2023,Households,Numeric,Sum,,DWLE3RENT,4,Block Group
313,VPHE3R5,Renter hh 5+ vehicles available,2023,Households,Numeric,Sum,,DWLE3RENT,7,Block Group
314,VAVE3RTOT,Agg vehicles available renter hshlds,2023,Vehicles,Numeric,Sum,,,,Block Group
315,VPHE3NONE,Households: No Vehicle Available,2023,Households,Numeric,Sum,,HHDE3,,Block Group
316,VPHE31,Households: One Vehicle Available,2023,Households,Numeric,Sum,,HHDE3,1,Block Group
317,VPHE32,Households: Two Vehicles Available,2023,Households,Numeric,Sum,,HHDE3,2,Block Group
318,VPHE33,Households: Three Vehicles Available,2023,Households,Numeric,Sum,,HHDE3,3,Block Group
319,VPHE34,Households: Four Vehicles Available,2023,Households,Numeric,Sum,,HHDE3,4,Block Group
320,VPHE35,Households: Five+ Vehicles Available,2023,Households,Numeric,Sum,,HHDE3,7,Block Group
321,VPHE3AVE,Households: Average Vehicles Available,2023,Vehicles,Numeric,Weighted Sum,HHDE3,,,Block Group
322,HHDE3,Households,2023,Households,Numeric,Sum,,,,Block Group
323,HHDE3DENS,Household Density (Per Square Mile),2023,Households,Numeric,Weighted Sum,AREA,,,Block Group
324,DWLE3VACNT,Housing units vacant,2023,Dwellings,Numeric,Sum,,DWLE3,,Block Group
325,DWLE3RENT,Occupied units renter,2023,Dwellings,Numeric,Sum,,DWLE3,,Block Group
326,DWLE3,Housing units,2023,Dwellings,Numeric,Sum,,,,Block Group
327,AGGX3WAGE,Aggregate wage or salary income in the past 12 months,2023,Dollars,Numeric,Sum,,,,Block Group
328,AGGX3SELF,Aggregate self-employment income in the past 12 months,2023,Dollars,Numeric,Sum,,,,Block Group
329,AGGX3INT,Aggregate interest, dividends, or net rental income in the past 12 months,2023,Dollars,Numeric,Sum,,,,Block Group
330,AGGX3SOCSE,Aggregate Social Security income in the past 12 months,2023,Dollars,Numeric,Sum,,,,Block Group
331,AGGX3SUPSE,Aggregate Supplemental Security Income (SSI) in the past 12 months,2023,Dollars,Numeric,Sum,,,,Block Group
332,AGGX3PUB,Aggregate public assistance income in the past 12 months,2023,Dollars,Numeric,Sum,,,,Block Group
333,AGGX3RET,Aggregate retirement income in the past 12 months,2023,Dollars,Numeric,Sum,,,,Block Group
334,AGGX3OTH,Aggregate other types of income in the past 12 months,2023,Dollars,Numeric,Sum,,,,Block Group
335,INCE3AGG,Aggegrate Income,2023,Dollars,Numeric,Sum,,,,Block Group
336,INCE3AGGHD,Aggregate Household Income,2023,Dollars,Numeric,Sum,,,,Block Group
337,INCE3AGGFA,Aggregate Family Household Income,2023,Dollars,Numeric,Sum,,,,Block Group
338,INCE3AGGNF,Aggregate Non-Family Household Income,2023,Dollars,Numeric,Sum,,,,Block Group
339,INCE3AGGGP,Aggregate Group Quarters Income,2023,Dollars,Numeric,Sum,,,,Block Group
340,INCE3PCAP,Per capita income,2023,Dollars,Numeric,Weighted Sum,POPE3,,,Block Group
341,INCE3AVEHH,Average household Income,2023,Dollars,Numeric,Weighted Sum,HHDE3,,,Block Group
342,INCE3AVEFA,Average family income,2023,Dollars,Numeric,Weighted Sum,HHDE3FAM,,,Block Group
343,INCE3AVENF,Average Non-Family Income,2023,Dollars,Numeric,Weighted Sum,HHDE3NFM,,,Block Group
344,INCE3MEDHH,Median household income,2023,Dollars,Numeric,Median,,,,Block Group
345,INCE3MEDFA,Median family income,2023,Dollars,Numeric,Median,,,,Block Group
346,INCE3MEDNF,Median Non-Family Income,2023,Dollars,Numeric,Median,,,,Block Group
347,INCE3DENS,Income Density ($000 Per Square Mile),2023,Dollars (000),Numeric,Weighted Sum,AREA,,,Block Group
348,INCE3INEQ,Income Inequality Coefficient,2023,Coefficient,Numeric,Inequality,,,,Block Group
349,FIXE3LT05,Families income <$5000,2023,Households,Numeric,Sum,,HHDE3FAM,4999,Block Group
350,FIXE30510,Families income $5000-9999,2023,Households,Numeric,Sum,,HHDE3FAM,9999,Block Group
351,FIXE31015,Families income $10000-14999,2023,Households,Numeric,Sum,,HHDE3FAM,14999,Block Group
352,FIXE31520,Families income $15000-19999,2023,Households,Numeric,Sum,,HHDE3FAM,19999,Block Group
353,FIXE32025,Families income $20000-24999,2023,Households,Numeric,Sum,,HHDE3FAM,24999,Block Group
354,FIXE32530,Families income $25000-29999,2023,Households,Numeric,Sum,,HHDE3FAM,29999,Block Group
355,FIXE33035,Families income $30000-34999,2023,Households,Numeric,Sum,,HHDE3FAM,34999,Block Group
356,FIXE33540,Families income $35000-39999,2023,Households,Numeric,Sum,,HHDE3FAM,39999,Block Group
357,FIXE34045,Families income $40000-44999,2023,Households,Numeric,Sum,,HHDE3FAM,44999,Block Group
358,FIXE34550,Families income $45000-49999,2023,Households,Numeric,Sum,,HHDE3FAM,49999,Block Group
359,FIXE35055,Families income $50000-54999,2023,Households,Numeric,Sum,,HHDE3FAM,54999,Block Group
360,FIXE35560,Families income $55000-59999,2023,Households,Numeric,Sum,,HHDE3FAM,59999,Block Group
361,FIXE36065,Families income $60000-64999,2023,Households,Numeric,Sum,,HHDE3FAM,64999,Block Group
362,FIXE36570,Families income $65000-69999,2023,Households,Numeric,Sum,,HHDE3FAM,69999,Block Group
363,FIXE37075,Families income $70000-74999,2023,Households,Numeric,Sum,,HHDE3FAM,74999,Block Group
364,FIXE37580,Families income $75000-79999,2023,Households,Numeric,Sum,,HHDE3FAM,79999,Block Group
365,FIXE38085,Families income $80000-84999,2023,Households,Numeric,Sum,,HHDE3FAM,84999,Block Group
366,FIXE38590,Families income $85000-89999,2023,Households,Numeric,Sum,,HHDE3FAM,89999,Block Group
367,FIXE39095,Families income $90000-94999,2023,Households,Numeric,Sum,,HHDE3FAM,94999,Block Group
368,FIXE395100,Families income $95000-99999,2023,Households,Numeric,Sum,,HHDE3FAM,99999,Block Group
369,FIXE310025,Families income $100000-124999,2023,Households,Numeric,Sum,,HHDE3FAM,124999,Block Group
370,FIXE312550,Families income $125000-149999,2023,Households,Numeric,Sum,,HHDE3FAM,149999,Block Group
371,FIXE315020,Families income $150000-199999,2023,Households,Numeric,Sum,,HHDE3FAM,199999,Block Group
372,FIXE320050,Families income $200000-249999,2023,Households,Numeric,Sum,,HHDE3FAM,249999,Block Group
373,FIXE325050,Families income $250000-499999,2023,Households,Numeric,Sum,,HHDE3FAM,499999,Block Group
374,FIXE3GT500,Families income $500000+,2023,Households,Numeric,Sum,,HHDE3FAM,750000,Block Group
375,FINE3LT10,Family Household Income < $10000,2023,Households,Numeric,Sum,,HHDE3FAM,9999,Block Group
376,FINE31015,Family Household Income $10000-$14999,2023,Households,Numeric,Sum,,HHDE3FAM,14999,Block Group
377,FINE31520,Family Household Income $15000-$19999,2023,Households,Numeric,Sum,,HHDE3FAM,19999,Block Group
378,FINE32025,Family Household Income $20000-$24999,2023,Households,Numeric,Sum,,HHDE3FAM,24999,Block Group
379,FINE32530,Family Household Income $25000-$29999,2023,Households,Numeric,Sum,,HHDE3FAM,29999,Block Group
380,FINE33035,Family Household Income $30000-$34999,2023,Households,Numeric,Sum,,HHDE3FAM,34999,Block Group
381,FINE33540,Family Household Income $35000-$39999,2023,Households,Numeric,Sum,,HHDE3FAM,39999,Block Group
382,FINE34045,Family Household Income $40000-$44999,2023,Households,Numeric,Sum,,HHDE3FAM,44999,Block Group
383,FINE34550,Family Household Income $45000-$49999,2023,Households,Numeric,Sum,,HHDE3FAM,49999,Block Group
384,FINE35060,Family Household Income $50000-$59999,2023,Households,Numeric,Sum,,HHDE3FAM,59999,Block Group
385,FINE36075,Family Household Income $60000-$74999,2023,Households,Numeric,Sum,,HHDE3FAM,74999,Block Group
386,FINE375100,Family Household Income $75000-$99999,2023,Households,Numeric,Sum,,HHDE3FAM,99999,Block Group
387,FINE310025,Family Household Income $100000-$124999,2023,Households,Numeric,Sum,,HHDE3FAM,124999,Block Group
388,FINE312550,Family Household Income $125000-$149999,2023,Households,Numeric,Sum,,HHDE3FAM,149999,Block Group
389,FINE315020,Family Household Income $150000-$199999,2023,Households,Numeric,Sum,,HHDE3FAM,199999,Block Group
390,FINE3GT200,Family Household Income > $200000,2023,Households,Numeric,Sum,,HHDE3FAM,500000,Block Group
391,HIXE3LT05,Hshlds income <$5000,2023,Households,Numeric,Sum,,HHDE3,4999,Block Group
392,HIXE30510,Hshlds income $5000-9999,2023,Households,Numeric,Sum,,HHDE3,9999,Block Group
393,HIXE31015,Hshlds income $10000-14999,2023,Households,Numeric,Sum,,HHDE3,14999,Block Group
394,HIXE31520,Hshlds income $15000-19999,2023,Households,Numeric,Sum,,HHDE3,19999,Block Group
395,HIXE32025,Hshlds income $20000-24999,2023,Households,Numeric,Sum,,HHDE3,24999,Block Group
396,HIXE32530,Hshlds income $25000-29999,2023,Households,Numeric,Sum,,HHDE3,29999,Block Group
397,HIXE33035,Hshlds income $30000-34999,2023,Households,Numeric,Sum,,HHDE3,34999,Block Group
398,HIXE33540,Hshlds income $35000-39999,2023,Households,Numeric,Sum,,HHDE3,39999,Block Group
399,HIXE34045,Hshlds income $40000-44999,2023,Households,Numeric,Sum,,HHDE3,44999,Block Group
400,HIXE34550,Hshlds income $45000-49999,2023,Households,Numeric,Sum,,HHDE3,49999,Block Group
401,HIXE35055,Hshlds income $50000-54999,2023,Households,Numeric,Sum,,HHDE3,54999,Block Group
402,HIXE35560,Hshlds income $55000-59999,2023,Households,Numeric,Sum,,HHDE3,59999,Block Group
403,HIXE36065,Hshlds income $60000-64999,2023,Households,Numeric,Sum,,HHDE3,64999,Block Group
404,HIXE36570,Hshlds income $65000-69999,2023,Households,Numeric,Sum,,HHDE3,69999,Block Group
405,HIXE37075,Hshlds income $70000-74999,2023,Households,Numeric,Sum,,HHDE3,74999,Block Group
406,HIXE37580,Hshlds income $75000-79999,2023,Households,Numeric,Sum,,HHDE3,79999,Block Group
407,HIXE38085,Hshlds income $80000-84999,2023,Households,Numeric,Sum,,HHDE3,84999,Block Group
408,HIXE38590,Hshlds income $85000-89999,2023,Households,Numeric,Sum,,HHDE3,89999,Block Group
409,HIXE39095,Hshlds income $90000-94999,2023,Households,Numeric,Sum,,HHDE3,94999,Block Group
410,HIXE395100,Hshlds income $95000-99999,2023,Households,Numeric,Sum,,HHDE3,99999,Block Group
411,HIXE310025,Hshlds income $100000-124999,2023,Households,Numeric,Sum,,HHDE3,124999,Block Group
412,HIXE312550,Hshlds income $125000-149999,2023,Households,Numeric,Sum,,HHDE3,149999,Block Group
413,HIXE315020,Hshlds income $150000-199999,2023,Households,Numeric,Sum,,HHDE3,199999,Block Group
414,HIXE320050,Hshlds income $200000-249999,2023,Households,Numeric,Sum,,HHDE3,249999,Block Group
415,HIXE325050,Hshlds income $250000-499999,2023,Households,Numeric,Sum,,HHDE3,499999,Block Group
416,HIXE3GT500,Hshlds income $500000+,2023,Households,Numeric,Sum,,HHDE3,750000,Block Group
417,HINE3LT10,Household Income < $10000,2023,Households,Numeric,Sum,,HHDE3,9999,Block Group
418,HINE31015,Household Income $10000-$14999,2023,Households,Numeric,Sum,,HHDE3,14999,Block Group
419,HINE31520,Household Income $15000-$19999,2023,Households,Numeric,Sum,,HHDE3,19999,Block Group
420,HINE32025,Household Income $20000-$24999,2023,Households,Numeric,Sum,,HHDE3,24999,Block Group
421,HINE32530,Household Income $25000-$29999,2023,Households,Numeric,Sum,,HHDE3,29999,Block Group
422,HINE33035,Household Income $30000-$34999,2023,Households,Numeric,Sum,,HHDE3,34999,Block Group
423,HINE33540,Household Income $35000-$39999,2023,Households,Numeric,Sum,,HHDE3,39999,Block Group
424,HINE34045,Household Income $40000-$44999,2023,Households,Numeric,Sum,,HHDE3,44999,Block Group
425,HINE34550,Household Income $45000-$49999,2023,Households,Numeric,Sum,,HHDE3,49999,Block Group
426,HINE35060,Household Income $50000-$59999,2023,Households,Numeric,Sum,,HHDE3,59999,Block Group
427,HINE36075,Household Income $60000-$74999,2023,Households,Numeric,Sum,,HHDE3,74999,Block Group
428,HINE375100,Household Income $75000-$99999,2023,Households,Numeric,Sum,,HHDE3,99999,Block Group
429,HINE310025,Household Income $100000-$124999,2023,Households,Numeric,Sum,,HHDE3,124999,Block Group
430,HINE312550,Household Income $125000-$149999,2023,Households,Numeric,Sum,,HHDE3,149999,Block Group
431,HINE315020,Household Income $150000-$199999,2023,Households,Numeric,Sum,,HHDE3,199999,Block Group
432,HINE3GT200,Household Income > $200000,2023,Households,Numeric,Sum,,HHDE3,500000,Block Group
433,NIXE3LT05,Nonfamilies income <$5000,2023,Households,Numeric,Sum,,HHDE3NFM,4999,Block Group
434,NIXE30510,Nonfamilies income $5000-9999,2023,Households,Numeric,Sum,,HHDE3NFM,9999,Block Group
435,NIXE31015,Nonfamilies income $10000-14999,2023,Households,Numeric,Sum,,HHDE3NFM,14999,Block Group
436,NIXE31520,Nonfamilies income $15000-19999,2023,Households,Numeric,Sum,,HHDE3NFM,19999,Block Group
437,NIXE32025,Nonfamilies income $20000-24999,2023,Households,Numeric,Sum,,HHDE3NFM,24999,Block Group
438,NIXE32530,Nonfamilies income $25000-29999,2023,Households,Numeric,Sum,,HHDE3NFM,29999,Block Group
439,NIXE33035,Nonfamilies income $30000-34999,2023,Households,Numeric,Sum,,HHDE3NFM,34999,Block Group
440,NIXE33540,Nonfamilies income $35000-39999,2023,Households,Numeric,Sum,,HHDE3NFM,39999,Block Group
441,NIXE34045,Nonfamilies income $40000-44999,2023,Households,Numeric,Sum,,HHDE3NFM,44999,Block Group
442,NIXE34550,Nonfamilies income $45000-49999,2023,Households,Numeric,Sum,,HHDE3NFM,49999,Block Group
443,NIXE35055,Nonfamilies income $50000-54999,2023,Households,Numeric,Sum,,HHDE3NFM,54999,Block Group
444,NIXE35560,Nonfamilies income $55000-59999,2023,Households,Numeric,Sum,,HHDE3NFM,59999,Block Group
445,NIXE36065,Nonfamilies income $60000-64999,2023,Households,Numeric,Sum,,HHDE3NFM,64999,Block Group
446,NIXE36570,Nonfamilies income $65000-69999,2023,Households,Numeric,Sum,,HHDE3NFM,69999,Block Group
447,NIXE37075,Nonfamilies income $70000-74999,2023,Households,Numeric,Sum,,HHDE3NFM,74999,Block Group
448,NIXE37580,Nonfamilies income $75000-79999,2023,Households,Numeric,Sum,,HHDE3NFM,79999,Block Group
449,NIXE38085,Nonfamilies income $80000-84999,2023,Households,Numeric,Sum,,HHDE3NFM,84999,Block Group
450,NIXE38590,Nonfamilies income $85000-89999,2023,Households,Numeric,Sum,,HHDE3NFM,89999,Block Group
451,NIXE39095,Nonfamilies income $90000-94999,2023,Households,Numeric,Sum,,HHDE3NFM,94999,Block Group
452,NIXE395100,Nonfamilies income $95000-99999,2023,Households,Numeric,Sum,,HHDE3NFM,99999,Block Group
453,NIXE310025,Nonfamilies income $100000-124999,2023,Households,Numeric,Sum,,HHDE3NFM,124999,Block Group
454,NIXE312550,Nonfamilies income $125000-149999,2023,Households,Numeric,Sum,,HHDE3NFM,149999,Block Group
455,NIXE315020,Nonfamilies income $150000-199999,2023,Households,Numeric,Sum,,HHDE3NFM,199999,Block Group
456,NIXE320050,Nonfamilies income $200000-249999,2023,Households,Numeric,Sum,,HHDE3NFM,249999,Block Group
457,NIXE325050,Nonfamilies income $250000-499999,2023,Households,Numeric,Sum,,HHDE3NFM,499999,Block Group
458,NIXE3GT500,Nonfamilies income $500000+,2023,Households,Numeric,Sum,,HHDE3NFM,750000,Block Group
459,NINE3LT10,Non-Family Household Income < $10000,2023,Households,Numeric,Sum,,HHDE3NFM,9999,Block Group
460,NINE31015,Non-Family Household Income $10000-$14999,2023,Households,Numeric,Sum,,HHDE3NFM,14999,Block Group
461,NINE31520,Non-Family Household Income $15000-$19999,2023,Households,Numeric,Sum,,HHDE3NFM,19999,Block Group
462,NINE32025,Non-Family Household Income $20000-$24999,2023,Households,Numeric,Sum,,HHDE3NFM,24999,Block Group
463,NINE32530,Non-Family Household Income $25000-$29999,2023,Households,Numeric,Sum,,HHDE3NFM,29999,Block Group
464,NINE33035,Non-Family Household Income $30000-$34999,2023,Households,Numeric,Sum,,HHDE3NFM,34999,Block Group
465,NINE33540,Non-Family Household Income $35000-$39999,2023,Households,Numeric,Sum,,HHDE3NFM,39999,Block Group
466,NINE34045,Non-Family Household Income $40000-$44999,2023,Households,Numeric,Sum,,HHDE3NFM,44999,Block Group
467,NINE34550,Non-Family Household Income $45000-$49999,2023,Households,Numeric,Sum,,HHDE3NFM,49999,Block Group
468,NINE35060,Non-Family Household Income $50000-$59999,2023,Households,Numeric,Sum,,HHDE3NFM,59999,Block Group
469,NINE36075,Non-Family Household Income $60000-$74999,2023,Households,Numeric,Sum,,HHDE3NFM,74999,Block Group
470,NINE375100,Non-Family Household Income $75000-$99999,2023,Households,Numeric,Sum,,HHDE3NFM,99999,Block Group
471,NINE310025,Non-Family Household Income $100000-$124999,2023,Households,Numeric,Sum,,HHDE3NFM,124999,Block Group
472,NINE312550,Non-Family Household Income $125000-$149999,2023,Households,Numeric,Sum,,HHDE3NFM,149999,Block Group
473,NINE315020,Non-Family Household Income $150000-$199999,2023,Households,Numeric,Sum,,HHDE3NFM,199999,Block Group
474,NINE3GT200,Non-Family Household Income > $200000,2023,Households,Numeric,Sum,,HHDE3NFM,500000,Block Group
